specialCoatId;name;color;languageCode
1;Achal-Tekkiner;schwarz;de
2;Achal-Tekkiner;weiß;de
3;Afrikanischer Elefant;leuzistisch;de
4;Afrikanischer Wildhund;braun;de
5;Afrikanischer Wildhund;schwarz;de
6;Afrikanischer Wildhund;weiß;de
7;Alpaka;gefleckt;de
8;Alpaka;schwarz;de
9;Alpaka;weiß;de
10;Australische Gespenstfledermaus;schwarz;de
11;Axolotl;weiß;de
12;Bartgeier;rot;de
13;Berggorilla;weiß;de
14;Buckelwal;weiß;de
15;Capybara;schwarz;de
16;Clownfisch;schwarz;de
17;Damhirsch;gefleckt;de
18;Damhirsch;schwarz;de
19;Damhirsch;weiß;de
20;Diskusfisch;gelb;de
21;Dumbo-Oktopus;weiß;de
22;Elch;weiß;de
23;Emu;leuzistisch;de
24;Europäische Wildkatze;hell;de
25;Ferkelskunk;humbold;de
26;Feuersalamander;rot;de
27;Flamingo;schwarz;de
28;Flamingo;weiß;de
29;Flusspferd;rosa;de
30;Gelbhauben Kakadu;weiß;de
31;Gewöhnliches Stachelschwein;weiß;de
32;Ginsterkatze;braun;de
33;Goldbaumsteiger;braun;de
34;Goldfisch;weiß;de
35;Goodfellow-Baumkänguru;schwarz;de
36;Großer Panda;braun;de
37;Hase;gefleckt;de
38;Hase;rosa;de
39;Hase;schwarz-weiß;de
40;Hase;tiger;de
41;Hase;weiß;de
42;Hausschwein;braun;de
43;Hausziege;weiß;de
44;Hermelin;weiß;de
45;Hübschgesichtwallaby;schwarz;de
102;Indische Sternschildkröte;grün;de
46;Jaguarundi;rot;de
48;Kiwi;gefleckt;de
49;Kleideraffe;schwarz;de
50;Koala;braun;de
51;Kodiakbär;blond;de
52;Kodiakbär;schwarz;de
54;Kompassqualle;gepunktet;de
53;Königstiger;weiß;de
55;Kusu;braun;de
56;Kusu;gelb;de
58;Löwe;weiß;de
57;Löwenäffchen;gold;de
59;Mandarinente;weiß;de
60;Mandarinfisch;braun;de
61;Mandrill;weiß;de
62;Moschustier;gold;de
63;Nasenbär;weißrüssel;de
64;Netzgiraffe;schwarz;de
65;Nilkrokodil;weiß;de
66;Oryxantilope;arabisch;de
67;Oryxantilope;beige;de
69;Panter;Jaguar;de
70;Pfau;gefleckt;de
71;Pfau;weiß;de
72;Pferd;Apfelschimmel;de
73;Pferd;Pinto;de
74;Polarfuchs;braun;de
75;Polarfuchs;schwarz;de
76;Polarwolf ;schwarz;de
77;Rentier;gefleckt;de
78;Rentier;weiß;de
79;Riesentukan;weiß;de
80;Rohrkatze;schwarz;de
81;Roter Piranha;blau-orange;de
82;Roter Vari;schwarzweiß;de
83;Rotes Riesenkänguru;weiß;de
84;Rotfuchs;gefleckt;de
85;Rotfuchs;silber;de
86;Rundschwanzseekuh;Manati;de
87;Schaf;braun;de
88;Schaf;gescheckt;de
91;Schneehase;braun;de
92;Schwan;schwarz;de
47;Siaminischer Kampffisch;Halfmoon Butterfly;de
97;Sonnendachs;braun;de
98;Sonnendachs;hellbraun;de
99;Steppenwaran;hell ;de
100;Steppenzebra;schwarz;de
101;Steppenzebra;weiß;de
89;Südamerik. Schmetterlingsbuntbarsch;blau;de
90;Südamerik. Schmetterlingsbuntbarsch;rot;de
103;Tapir;weiß;de
104;Tüpfelkuskus;gefleckt;de
105;Tüpfelkuskus;schwarz;de
106;Tüpfelkuskus;weiß;de
107;Weißhand-Gibbon;schwarz;de
108;Weißkopfseeadler;weiß;de
109;Wildschwein;weiß;de
110;Zobel;rot;de
111;Zobel;weiß;de
112;Zwergameisenbär;weiß;de
